timestamp,user,operation,path,is_directory,old_name,new_name,success
2024-06-01 09:41:40,olivia,rmdir,C:/Users/olivia/Documents/reports,True,,,"True"
2024-06-01 09:42:01,peter,getcwd,C:/Users/peter,False,,,"True"
2024-06-01 09:42:05,peter,chdir,C:/Users/peter/Desktop,True,,,"True"
2024-06-01 09:42:10,peter,mkdir,C:/Users/peter/Desktop/test,True,,,"True"
2024-06-01 09:42:15,peter,listdir,C:/Users/peter/Desktop,True,,,"True"
2024-06-01 09:42:20,peter,rename,C:/Users/peter/Desktop/test,True,test,testing,"True"
2024-06-01 09:42:25,peter,rmdir,C:/Users/peter/Desktop/testing,True,,,"True"
2024-06-01 09:43:01,quinn,getcwd,C:/Users/quinn,False,,,"True"
2024-06-01 09:43:05,quinn,chdir,C:/Users/quinn/Documents,True,,,"True"
2024-06-01 09:43:10,quinn,mkdir,C:/Users/quinn/Documents/assignments,True,,,"True"
2024-06-01 09:43:15,quinn,listdir,C:/Users/quinn/Documents,True,,,"True"
2024-06-01 09:43:20,quinn,mkdir,C:/Users/quinn/Documents/assignments/week1,True,,,"True"
2024-06-01 09:43:25,quinn,rename,C:/Users/quinn/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:43:30,quinn,listdir,C:/Users/quinn/Documents/assignments,True,,,"True"
2024-06-01 09:43:35,quinn,rmdir,C:/Users/quinn/Documents/assignments/week01,True,,,"True"
2024-06-01 09:43:40,quinn,rmdir,C:/Users/quinn/Documents/assignments,True,,,"True"
2024-06-01 09:44:01,rachel,getcwd,C:/Users/rachel,False,,,"True"
2024-06-01 09:44:05,rachel,chdir,C:/Users/rachel/Projects,True,,,"True"
2024-06-01 09:44:10,rachel,mkdir,C:/Users/rachel/Projects/python,True,,,"True"
2024-06-01 09:44:15,rachel,listdir,C:/Users/rachel/Projects,True,,,"True"
2024-06-01 09:44:20,rachel,rename,C:/Users/rachel/Projects/python,True,python,python3,"True"
2024-06-01 09:44:25,rachel,rmdir,C:/Users/rachel/Projects/python3,True,,,"True"
2024-06-01 09:45:01,sam,getcwd,C:/Users/sam,False,,,"True"
2024-06-01 09:45:05,sam,chdir,C:/Users/sam/Desktop,True,,,"True"
2024-06-01 09:45:10,sam,mkdir,C:/Users/sam/Desktop/test,True,,,"True"
2024-06-01 09:45:15,sam,listdir,C:/Users/sam/Desktop,True,,,"True"
2024-06-01 09:45:20,sam,rename,C:/Users/sam/Desktop/test,True,test,testing,"True"
2024-06-01 09:45:25,sam,rmdir,C:/Users/sam/Desktop/testing,True,,,"True"
2024-06-01 09:46:01,tina,getcwd,C:/Users/tina,False,,,"True"
2024-06-01 09:46:05,tina,chdir,C:/Users/tina/Documents,True,,,"True"
2024-06-01 09:46:10,tina,mkdir,C:/Users/tina/Documents/notes,True,,,"True"
2024-06-01 09:46:15,tina,listdir,C:/Users/tina/Documents,True,,,"True"
2024-06-01 09:46:20,tina,mkdir,C:/Users/tina/Documents/notes/python,True,,,"True"
2024-06-01 09:46:25,tina,rename,C:/Users/tina/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:46:30,tina,listdir,C:/Users/tina/Documents/notes,True,,,"True"
2024-06-01 09:46:35,tina,rmdir,C:/Users/tina/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:46:40,tina,rmdir,C:/Users/tina/Documents/notes,True,,,"True"
2024-06-01 09:47:01,uma,getcwd,C:/Users/uma,False,,,"True"
2024-06-01 09:47:05,uma,chdir,C:/Users/uma/Projects,True,,,"True"
2024-06-01 09:47:10,uma,mkdir,C:/Users/uma/Projects/python,True,,,"True"
2024-06-01 09:47:15,uma,listdir,C:/Users/uma/Projects,True,,,"True"
2024-06-01 09:47:20,uma,rename,C:/Users/uma/Projects/python,True,python,python3,"True"
2024-06-01 09:47:25,uma,rmdir,C:/Users/uma/Projects/python3,True,,,"True"
2024-06-01 09:48:01,victor,getcwd,C:/Users/victor,False,,,"True"
2024-06-01 09:48:05,victor,chdir,C:/Users/victor/Documents,True,,,"True"
2024-06-01 09:48:10,victor,mkdir,C:/Users/victor/Documents/reports,True,,,"True"
2024-06-01 09:48:15,victor,listdir,C:/Users/victor/Documents,True,,,"True"
2024-06-01 09:48:20,victor,mkdir,C:/Users/victor/Documents/reports/2024,True,,,"True"
2024-06-01 09:48:25,victor,rename,C:/Users/victor/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:48:30,victor,listdir,C:/Users/victor/Documents/reports,True,,,"True"
2024-06-01 09:48:35,victor,rmdir,C:/Users/victor/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:48:40,victor,rmdir,C:/Users/victor/Documents/reports,True,,,"True"
2024-06-01 09:49:01,wendy,getcwd,C:/Users/wendy,False,,,"True"
2024-06-01 09:49:05,wendy,chdir,C:/Users/wendy/Desktop,True,,,"True"
2024-06-01 09:49:10,wendy,mkdir,C:/Users/wendy/Desktop/test,True,,,"True"
2024-06-01 09:49:15,wendy,listdir,C:/Users/wendy/Desktop,True,,,"True"
2024-06-01 09:49:20,wendy,rename,C:/Users/wendy/Desktop/test,True,test,testing,"True"
2024-06-01 09:49:25,wendy,rmdir,C:/Users/wendy/Desktop/testing,True,,,"True"
2024-06-01 09:50:01,xavier,getcwd,C:/Users/xavier,False,,,"True"
2024-06-01 09:50:05,xavier,chdir,C:/Users/xavier/Documents,True,,,"True"
2024-06-01 09:50:10,xavier,mkdir,C:/Users/xavier/Documents/assignments,True,,,"True"
2024-06-01 09:50:15,xavier,listdir,C:/Users/xavier/Documents,True,,,"True"
2024-06-01 09:50:20,xavier,mkdir,C:/Users/xavier/Documents/assignments/week1,True,,,"True"
2024-06-01 09:50:25,xavier,rename,C:/Users/xavier/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:50:30,xavier,listdir,C:/Users/xavier/Documents/assignments,True,,,"True"
2024-06-01 09:50:35,xavier,rmdir,C:/Users/xavier/Documents/assignments/week01,True,,,"True"
2024-06-01 09:50:40,xavier,rmdir,C:/Users/xavier/Documents/assignments,True,,,"True"
2024-06-01 09:51:01,yara,getcwd,C:/Users/yara,False,,,"True"
2024-06-01 09:51:05,yara,chdir,C:/Users/yara/Projects,True,,,"True"
2024-06-01 09:51:10,yara,mkdir,C:/Users/yara/Projects/python,True,,,"True"
2024-06-01 09:51:15,yara,listdir,C:/Users/yara/Projects,True,,,"True"
2024-06-01 09:51:20,yara,rename,C:/Users/yara/Projects/python,True,python,python3,"True"
2024-06-01 09:51:25,yara,rmdir,C:/Users/yara/Projects/python3,True,,,"True"
2024-06-01 09:52:01,zane,getcwd,C:/Users/zane,False,,,"True"
2024-06-01 09:52:05,zane,chdir,C:/Users/zane/Documents,True,,,"True"
2024-06-01 09:52:10,zane,mkdir,C:/Users/zane/Documents/notes,True,,,"True"
2024-06-01 09:52:15,zane,listdir,C:/Users/zane/Documents,True,,,"True"
2024-06-01 09:52:20,zane,mkdir,C:/Users/zane/Documents/notes/python,True,,,"True"
2024-06-01 09:52:25,zane,rename,C:/Users/zane/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:52:30,zane,listdir,C:/Users/zane/Documents/notes,True,,,"True"
2024-06-01 09:52:35,zane,rmdir,C:/Users/zane/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:52:40,zane,rmdir,C:/Users/zane/Documents/notes,True,,,"True"
